,0
2028,giorgos-dalaras-57029
2029,laurence-dale-10130
2030,lawrence-dale-69955
2031,matthew-dalen-76182
2032,brad-daley-43672
2033,bradley-daley-2289
2034,fabrice-dalis-5401
2035,berk-dalkilic-109016
2036,adolf-dallapozza-20872
2037,markus-dallberger-75124
2038,ernst-dalsgar-52967
2039,tomas-dalton-93845
2040,ryan-daly-107068
2041,alain-damas-202
2042,luis-damaso-10709
2043,saverio-dambi-88268
2044,koray-damcioglu-68795
2045,hrisimir-damianov-59544
2046,radoslav-damianov-84490
2047,brent-l-damkier-32854
2048,dustin-damonte-50762
2049,christian-damsgaard-23720
2050,kasparas-damulis-67171
2051,daniel-damyanov-3657
2052,hrisimir-damyanov-31322
2053,ivan-danchev-61028
2054,jan-frank-danckaert-61940
2055,claudiu-dane-47077
2056,david-danholt-3893
2057,john-daniecki-8534
2058,gabor-daniel-56024
2059,charles-daniels-2852
2060,andrei-danilov-98579
2061,zoran-danilov-98439
2062,zoran-danilovski-98440
2063,daniel-danionov-48164
2064,james-danner-7710
2065,iva-danova-7524
2066,julian-danshin-2120246
2067,oleksiy-danylchuk-81170
2068,armaz-darashvili-23721
2069,neil-darling-79812
2070,nico-darmanin-13054
2071,jason-darnell-7927
2072,paul-darnell-2113515
2073,tamas-daroczi-20285
2074,stoyan-daskalov-24545
2075,john-dasza-64645
2076,john-daszak-8535
2077,eiji-date-4599
2078,azamat-dautov-2116599
2079,william-davenport-17868
2080,iain-davey-2113537
2081,ionut-david-60488
2082,jiri-david-63838
2083,julian-david-66144
2084,martin-davidek-75444
2085,mikhail-davidoff-12537
2086,stas-davidoff-2121025
2087,stas-davidov-110380
2088,edgaras-davidovicius-50923
2089,charles-davidson-2853
2090,tad-davidson-104526
2091,arthur-davies-1758
2092,ben-davies-2000
2093,gwion-davies-6610
2094,ieuan-davies-59895
2095,ryland-davies-15257
2096,william-johnston-davies-96852
2097,rafael-davila-14321
2098,derrick-davis-108136
2099,dylan-davis-2121173
2100,jason-davis-62497
2101,michael-philip-davis-12319
2102,michael-rees-davis-12328
2103,wayne-davis-96558
2104,william-davis-lind-31688
2105,garrie-davislim-5969
2106,steve-davislim-16279
2107,giorgi-davitadze-56979
2108,peter-davoren-83096
2109,behzod-davronov-42542
2110,bekhzod-davronov-2118199
2111,christopher-dawes-3180
2112,lorna-dawson-71365
2113,ashley-day-41327
2114,leo-day-70297
2115,michael-day-77270
2116,stanislas-de-barbeyrac-16046
2117,davide-de-biasi-2113114
2118,roberto-de-biasio-14896
2119,marco-de-carolis-11075
2120,manuel-de-diego-10943
2121,juan-antonio-de-dompablo-22035
2122,jose-de-eca-65261
2123,jacques-de-faber-19113
2124,cesar-de-frutos-45159
2125,gustavo-de-gennaro-18645
2126,fabio-de-giacomi-53801
2127,john-david-de-haan-8536
2128,enguerrand-de-hys-20554
2129,sander-de-jong-34445
2130,fredrik-de-jounge-5807
2131,leon-de-la-guardia-24429
2132,fernando-de-la-mora-5490
2133,oscar-de-la-torre-13481
2134,jorge-de-leon-8774
2135,juan-jose-de-leon-8944
2136,xavier-de-lignerolles-18013
2137,jose-de-lima-65262
2138,leonardo-de-lisi-10253
2139,leander-de-marel-70099
2140,guy-de-mey-6588
2141,francesco-de-muru-54773
2142,antonio-de-palma-1654
2143,nathan-de-paz-79709
2144,vincent-de-rooster-17597
2145,stefano-de-rosa-90715
2146,renaud-de-rugy-85361
2147,glen-de-smedt-109520
2148,jose-de-sousa-65263
2149,geilson-de-souza-56172
2150,tue-de-stordeur-94269
2151,gonzalo-fernandez-de-teran-57398
2152,freddie-de-tommaso-33442
2153,jeroen-de-vaal-8254
2154,rudi-de-vries-15189
2155,cor-de-wit-47334
2156,elliott-deasy-52064
2157,etienne-debaisieux-53156
2158,ivan-debeljak-61031
2159,andrej-debevec-38929
2160,krzysztof-debicki-69124
2161,clement-debieuvre-31787
2162,janusz-debowski-21140
2163,oleg-debte-103164
2164,vincent-debus-95865
2165,lorenzo-decaro-10507
2166,richard-decker-14648
2167,andras-decsi-38382
2168,tomas-dedic-101074
2169,ivan-defabiani-23723
2170,luc-default-71544
2171,martial-defontaine-11701
2172,eric-deforest-52668
2173,alexis-defranchi-37428
2174,philip-defrancq-83622
2175,jonas-degerfeldt-8682
2176,geoffrey-degives-56234
2177,ferdinand-dehner-106494
2178,tommy-dehorney-93970
2179,aleksandre-dekanoidze-36608
2180,andres-del-castillo-30679
2181,alejandro-del-cerro-31673
2182,achille-del-giudice-106777
2183,riccardo-del-picchia-85540
2184,enrique-ruiz-del-portal-52592
2185,cesar-del-rio-20622
2186,osvaldo-del-rio-81666
2187,leodigario-del-rosario-10236
2188,francisco-del-solar-54882
2189,fernando-del-valle-5491
2190,denzil-delaere-23725
2191,gregoire-delamare-107225
2192,hubert-delamboye-7124
2193,jean-delecluse-62869
2194,claudio-deledda-104318
2195,michael-deleget-77277
2196,jean-delescluse-7973
2197,atonaltzin-delgado-2120043
2198,camilo-delgado-44323
2199,cesar-delgado-45160
2200,dennis-delgado-49561
2201,camilo-delgado-diaz-110189
2202,vincent-delhoume-17581
2203,christos-delizonas-33261
2204,camillo-dellantonio-2500
2205,filippos-dellatolas-5514
2206,erik-dello-52797
2207,agata-dembska-kornaga-35971
2208,mikhail-demin-78165
2209,devrim-demirel-21579
2210,george-demott-56315
2211,francesco-demuro-5618
2212,viktor-denes-95768
2213,deng-49470
2214,tim-deng-93403
2215,joseph-dennis-24587
2216,joshua-dennis-23727
2217,patrick-dennison-82231
2218,patrick-denniston-13660
2219,ian-denolfo-59812
2220,tore-tom-denys-94090
2221,choi-deoksul-45737
2222,albert-deprius-242
2223,ethan-depuy-53145
2224,zsolt-derecskei-20291
2225,pierre-derhet-30446
2226,wolfram-derntl-97165
2227,wolfram-igor-derntl-17980
2228,andrew-dernyk-39009
2229,meredith-derr-12166
2230,claude-deschamps-3297
2231,sebastien-descloux-88323
2232,martial-desfontaine-75396
2233,martial-desfontaines-75397
2234,quentin-desgeorges-34013
2235,geoffrey-desgives-56235
2236,glenn-desmedt-57336
2237,dominique-desmons-50327
2238,matteo-desole-22256
2239,julien-desplantes-66305
2240,martin-dessureault-75445
2241,gilles-detroit-56908
2242,simon-deuring-101002
2243,willem-jan-van-deuveren-96780
2244,georgi-devedjiev-56399
2245,zachary-devin-98106
2246,james-devita-61753
2247,daniel-dewald-48171
2248,gabriel-deyarmond-99891
2249,oslavio-di-credico-13487
2250,giuliano-di-fillipo-6337
2251,amedeo-di-furia-37949
2252,giuseppe-di-giacinto-103470
2253,luca-di-gioia-71580
2254,simone-di-giulio-30782
2255,dino-di-iorio-50037
2256,jorge-di-leon-65168
2257,tonio-di-paolo-17122
2258,luciano-di-pascuale-71742
2259,davide-di-ragusa-49207
2260,gianni-di-salvo-56813
2261,veronica-di-salvo-95434
2262,claudio-di-segni-23459
2263,aldo-di-toro-284
2264,dario-di-vietri-3828
2265,emmanuel-di-villarosa-5011
2266,florin-diaconescu-5571
2267,brad-diamond-2287
2268,ernane-dias-52936
2269,dangelo-fernando-diaz-48079
2270,herman-diaz-59230
2271,jairo-nunez-diaz-61639
2272,mario-diaz-11461
2273,matthew-dibattista-19539
2274,harry-dichmont-2119531
2275,john-dickie-8543
2276,andrew-dickinson-1008
2277,jean-francois-dickstein-62976
2278,jean-francois-dicksten-62977
2279,misha-didyk-12671
2280,peter-diebschlag-13928
2281,adam-diegel-37
2282,silva-diego-107375
2283,joseph-diehl-65491
2284,jorg-diener-62709
2285,cary-dietert-44919
2286,magnus-dietrich-2117672
2287,christian-dietz-2975
2288,christopher-diffey-18562
2289,christopher-diffey-wilson-107628
2290,ramone-diggs-84793
2291,stephane-van-dijck-90924
2292,martin-dillon-11721
2293,alessandro-dimasi-36746
2294,michalis-dimitrakakos-77786
2295,dimitar-dimitrov-49948
2296,dimiter-dimitrov-33107
2297,micho-dimitrov-2117645
2298,georgi-dinev-56400
2299,krasimir-dinev-68859
2300,chun-ding-104646
2301,milen-dinolov-78290
2302,frederic-diquero-5841
2303,murat-direk-79081
2304,richard-direnzi-14649
2305,michal-dirga-77749
2306,fabio-diso-108792
2307,giuseppe-distefano-6349
2308,victor-ditenbir-99534
2309,jurgen-dittebrandt-62800
2310,valentin-dityuk-2119300
2311,georgi-divtschew-56402
2312,rodrick-dixon-14981
2313,shaun-dixon-15715
2314,aleksandr-diyanov-36546
2315,cino-djavid-46723
2316,darko-djordjevic-48707
2317,hallvar-djupvik-21214
2318,sunnyboy-dladla-21827
2319,vadim-dmitrov-2113290
2320,vladimir-dmitruk-17675
2321,wojciech-dngosz-97000
2322,philippe-do-14137
2323,yoonjong-do-97734
2324,younggi-do-97814
2325,younggi-moses-do-32989
2326,mark-dobell-74946
2327,steffen-doberauer-16165
2328,tyler-dobies-112527
2329,john-dobson-8544
2330,rodney-dobson-14972
2331,geraint-dodd-6089
2332,arda-dogan-40987
2333,bilal-dogan-43205
2334,timur-doganay-93540
2335,philip-doghan-14094
2336,christopher-doig-3184
2337,rumen-doikov-87074
2338,james-doing-7712
2339,aleksandar-dojkovic-19127
2340,plamen-dolapchiev-84175
2341,ondrej-dolezal-20183
2342,vladimir-dolezal-24612
2343,vladim-dolezal-96130
2344,alexey-dolgov-20062
2345,oleg-dolgov-20142
2346,attila-dolhai-41454
2347,uros-dolsek-101543
2348,camille-dombrowsky-109875
2349,placido-domingo-14248
2350,aurelio-dominguez-41574
2351,guillermo-dominguez-6548
2352,napoleon-dominguez-2117018
2353,ruben-dominguez-86977
2354,oliver-donaldson-81313
2355,havar-donat-58582
2356,vincenzo-de-donato-95910
2357,vincenzo-di-donato-95913
2358,simon-dongiovanni-89596
2359,kim-dongnyeok-68316
2360,kim-dongnyuk-68317
2361,eva-sophie-donner-106491
2362,adrian-li-donni-35856
2363,joseph-doody-31868
2364,darko-djordjevic-21355
2365,luca-dordolo-10595
2366,burak-dorduncu-44142
2367,domagoj-doretic-50243
2368,joachim-doring-64045
2369,karsten-doring-67145
2370,eva-dorlass-108090
2371,james-dornier-61755
2372,nikolai-dorojkine-80439
2373,jan-doroszko-61929
2374,domagaoj-dorotic-50242
2375,domagoj-dorotic-4320
2376,nikolai-dorozhkin-80446
2377,nikolay-dorozhkin-21272
2378,charles-dos-santos-45404
2379,carlo-dosil-44500
2380,marc-dostert-73078
2381,kristof-doszpod-68902
2382,hans-gunther-dotzauer-6772
2383,brent-doucette-106259
2384,kirk-dougherty-9770
2385,andrew-douglas-forbes-39013
2386,michalis-doukakis-77787
2387,jeffrey-dowd-8115
2388,richard-dowling-85609
2389,brian-downen-2331
2390,craig-downes-3471
2391,ryan-downey-25406
2392,r-doykov-84340
2393,roumen-doykov-15164
2394,rumen-doykov-87075
2395,colin-doyle-103048
2396,patrice-dozier-82131
2397,anatoly-drachev-38284
2398,peter-drackley-83103
2399,peter-scott-drackley-83331
2400,stephan-drakulich-16184
2401,julien-dran-9110
2402,thierry-dran-19735
2403,massimiliano-drapello-75895
2404,christian-drescher-2976
2405,manfred-drescher-22107
2406,dan-dressen-48004
2407,julien-drevet-66307
2408,algirdas-drevinskas-616
2409,thomas-drew-92989
2410,algirdas-drewinskas-37522
2411,richard-drews-14651
2412,sergejs-drobisevskis-88865
2413,sergei-drobishevsky-88809
2414,sergey-drobishevsky-88872
2415,s-drobyshevskiy-87253
2416,sergey-drobyshevskiy-23737
2417,sergei-drobyshevsky-88810
2418,eitan-drori-34279
2419,dustin-drosdziok-2114306
2420,andrew-drost-1009
2421,dexter-drown-2119534
2422,sebastien-droy-16573
2423,reinaldo-droz-2112365
2424,rudolf-drozd-87024
2425,boris-van-druff-43611
2426,samuel-druhora-87622
2427,boris-druzinin-43571
2428,carlos-duarte-2593
2429,cecilia-duarte-45205
2430,natalia-duarte-79497
2431,weber-duarte-96580
2432,brian-dubois-43809
2433,cyrille-dubois-3558
2434,mark-dubois-11556
2435,sergej-dubrovin-2111510
2436,lusindiso-dubula-72148
2437,maxime-duche-76607
2438,pierre-yves-duchesne-84042
2439,philippe-ducloux-83763
2440,stanislaw-duda-90336
2441,vitaly-dudkin-96048
2442,mark-duff-74951
2443,jeremy-duffau-9191
2444,jeremy-duffaut-63557
2445,mark-duffin-11557
2446,alban-dufourt-36318
2447,steve-dugardin-16280
2448,alfredo-dugarte-37500
2449,didier-dugast-49819
2450,mark-dugdale-74952
2451,mikael-duglue-78119
2452,marc-duguay-73079
2453,etienne-duhil-de-benaze-53158
2454,vincent-dujardin-95867
2455,lailah-duke-110259
2456,franciska-dukel-54930
2457,olivier-dumait-13428
2458,adrian-dumitru-33187
2459,ionut-dumitru-60489
2460,jorn-dummann-62760
2461,andrej-dunaev-986
2462,adam-wade-duncan-35763
2463,drew-duncan-50704
2464,jane-dunimagloski-62183
2465,jane-dunimaglovski-62184
2466,patrick-dunn-105115
2467,johannes-dunz-8468
2468,pablo-duplech-107841
2469,juan-pablo-dupre-22033
2470,caio-duran-44235
2471,jonas-duran-8683
2472,miljenko-djuran-30468
2473,manuel-durand-72874
2474,pavel-duricek-82665
2475,jorg-durmuller-9202
2476,benjamin-durrant-42707
2477,markus-durst-11636
2478,ladislav-dusek-69377
2479,kirill-dushechkin-68432
2480,kalin-dushkov-66719
2481,kor-jan-dusseljee-9856
2482,jacek-dutka-61362
2483,thierry-duty-92879
2484,jose-luis-duval-8880
2485,john-duykers-8545
2486,jaroslav-dvorsky-7915
2487,miro-dvorsky-78624
2488,miroslav-dvorsky-12659
2489,peter-dvorsky-13931
2490,adrian-dwyer-82
2491,william-dwyer-96818
2492,nikolay-dyachok-2112385
2493,thobile-dyasi-92910
2494,christoph-dyck-3114
2495,lchristoph-dyck-70040
2496,emily-dyer-52337
2497,george-dyer-6054
2498,annika-van-dyk-40471
2499,kamila-dykta-66768
2500,valentyn-dytiuk-32496
2501,krzysztof-dyttus-31098
2502,khodzhinazar-dzhumaev-2121604
2503,tomasz-dziecielski-93869
2504,krzysztof-dziedzic-69126
2505,tomasz-dziwisz-93870
2506,emerson-eads-52220
2507,john-easterlin-8546
2508,daniel-ebbers-48181
2509,steven-ebel-16286
2510,thomas-ebenstein-16824
2511,christian-ebersberger-19228
2512,alfons-eberz-586
2513,karl-michael-ebner-9383
2514,nelson-ebo-31093
2515,alberto-echevarria-36368
2516,juan-echeverry-65745
2517,juan-carlos-echeverry-65804
2518,gustavo-eda-108698
2519,kazuya-edagawa-18275
2520,denis-edelmann-49489
2521,lukas-eder-72061
2522,stephan-eder-90871
2523,richard-edgar-wilson-14652
2524,ari-edirne-32500
2525,gareth-edmunds-55934
2526,alexander-james-edwards-7713
2527,breanna-edwards-43752
2528,joel-edwards-64322
2529,lyden-edwards-2113513
2530,simon-edwards-15854
2531,mat-edwardsen-75967
2532,mathew-edwardsen-21911
2533,alexander-efanov-36964
2534,alexander-effanov-36965
2535,vasily-efimov-17430
2536,petrisor-efrem-100377
2537,francis-egerton-5655
2538,siddique-eggenberger-89319
2539,james-eggleston-61764
2540,james-egglestone-7714
2541,benat-egiarte-23744
2542,veniamin-egorov-31532
2543,krisztian-egyed-69070
2544,hans-hermann-ehrich-58384
2545,sven-ehrke-16507
2546,dirk-eicher-50084
2547,jorn-eichler-9215
2548,wito-eickhof-96967
2549,johannes-eidloth-8469
2550,uwe-eikotter-17324
2551,elias-eilinghoff-51628
2552,cristophe-einhorne-47678
2553,ihsan-ekber-33066
2554,conrad-ekkens-47275
2555,juha-ekola-113428
2556,david-ekstrom-48874
2557,ghassane-el-hakim-56690
2558,hanny-el-shafie-58305
2559,mehmet-deren-eladag-111025
2560,ragaa-eldin-24584
2561,milko-elek-113326
2562,ladislav-elgr-10006
2563,jorge-elias-8758
2564,jorje-elias-65214
2565,stepan-elias-41853
2566,goran-eliasson-6638
2567,robert-elibay-hartog-85971
2568,lucas-ellera-71640
2569,josef-ellers-65391
2570,joshua-ellicott-8841
2571,alasdair-elliott-235
2572,guy-elliott-106026
2573,james-elliott-7715
2574,andrew-ellis-39014
2575,derick-ellis-49608
2576,michael-elliscasis-12239
2577,ziya-elmacy-98354
2578,sam-elmi-2117263
2579,poul-elming-14254
2580,jan-van-elsacker-62063
2581,marcus-elsasser-73413
2582,marc-elsner-73080
2583,peter-elter-83109
2584,thomas-elwin-19737
2585,scott-emerson-15534
2586,saro-emirze-88183
2587,ulrich-enbergs-94422
2588,ignacio-encinas-7215
2589,ion-enciu-109559
2590,werner-enders-18640
2591,sipos-endre-2111465
2592,joshua-endress-31660
2593,martin-endros-75457
2594,albertus-engelbrecht-275
2595,christian-andreas-engelhardt-3028
2596,henrik-engelsviken-7010
2597,maarten-engelties-72328
2598,tim-english-2113490
2599,mikael-englund-78122
2600,niklas-engquist-13159
2601,lara-enke-69470
2602,enkebatu-110026
2603,sebastian-ennen-88554
2604,christopher-enns-23748
2605,norma-enns-80884
2606,erik-enqvist-21908
2607,gabriella-enriquez-108183
2608,madis-enson-72430
2609,daniela-entcheva-48418
2610,manfred-equiluz-72801
2611,ruben-erazo-86993
2612,daniel-erbe-48189
2613,jonas-erbes-64917
2614,erdem-erdogan-52643
2615,irfan-erdogan-41866
2616,robert-erdos-85005
2617,kyle-erdos-knapp-24588
2618,yusuf-erdugan-98021
2619,murat-erengul-32681
2620,atay-ergezen-41420
2621,arild-eriksen-41065
2622,thomas-erlank-92998
2623,mattias-ermedahl-22180
2624,frank-ernst-5708
2625,michael-ernst-77299
2626,norbert-ernst-13259
2627,brian-ernstes-43810
2628,nikolay-erokhin-13184
2629,ralf-ertel-84688
2630,ralph-ertel-14387
2631,tankut-esber-92292
2632,alejandro-escobar-295
2633,sergio-escobar-15660
2634,victor-escudero-95270
2635,oscar-esmerode-2112979
2636,adrian-espada-35930
2637,simeon-esper-15842
2638,pierre-espiaut-14195
2639,albert-espinosa-36334
2640,pedro-espinoza-19624
2641,arthur-espiritu-1759
2642,david-esteban-32605
2643,craig-estep-3472
2644,aaron-estes-35590
2645,vicenc-esteve-17498
2646,yusniel-estrada-98020
2647,franck-estrade-30847
2648,miguel-etxebarria-78026
2649,michel-eumont-12241
2650,petros-evangelides-83558
2651,thanassis-evangelou-92765
2652,alex-evans-36838
2653,damon-evans-24193
2654,gavin-evans-2118838
2655,jason-evans-62500
2656,peter-evans-13933
2657,robyn-lyn-evans-14951
2658,wynne-evans-18003
2659,axel-everaert-1865
2660,martin-everett-2119991
2661,pierre-evreux-83986
2662,daniel-ewald-48192
2663,geoffrey-ewen-2113348
2664,graeme-ewer-6424
2665,eyjolfur-eyjolfsson-5362
2666,sebastien-eyssette-88325
2667,yusif-eyvazov-18156
2668,melvin-ezzell-114102
2669,ashley-faatoalia-41329
2670,jean-francois-fabe-62979
2671,ivan-defabiani-61030
2672,michael-fabiano-12242
2673,michel-fabiano-77828
2674,piero-facci-2112040
2675,enrico-facini-5041
2676,anton-fadeev-40634
2677,josep-fado-8799
2678,mikael-fagerholm-31686
2679,emanuele-fagotti-52193
2680,gian-paolo-fagotto-56741
2681,sonke-fahl-88360
2682,pasquale-faillaci-82105
2683,thor-inge-falch-16918
2684,matteo-falcier-19015
2685,joan-carles-falco-64089
2686,juan-carlos-falcon-8932
2687,daniele-falcone-106780
2688,william-falk-96822
2689,willy-falk-17912
2690,timothy-fallon-16983
2691,jingma-fan-8341
2692,paolo-fanale-13564
2693,paolo-fanciullacci-100371
2694,david-erich-fankhauser-49196
2695,robert-fann-14792
2696,elvis-fanton-52149
2697,alessandro-fantoni-21282
2698,du-fanyong-104338
2699,georgy-faradzhev-56462
2700,emmanuel-faraldo-31070
2701,aljaz-farasin-32346
2702,fabrice-farina-5402
2703,franco-farina-5687
2704,ruben-farina-86978
2705,andras-farkas-38383
2706,jon-farmer-64876
2707,borhan-eldin-farouk-43552
2708,lillo-farrauto-70753
2709,joshua-farrier-8842
2710,wolfgang-fassler-17950
2711,bruno-fath-44052
2712,damir-fatovic-31727
2713,pawel-faust-82759
2714,samuel-faustine-87624
2715,eugenio-favano-53224
2716,luca-favaron-31320
2717,raphael-favre-84844
2718,gilles-favreau-56911
2719,taylor-fawcett-2116791
2720,walter-fawcett-96455
2721,mark-fawler-74958
2722,jon-fay-64877
2723,nunzio-fazzini-80941
2724,paul-featherstone-13723
2725,greg-fedderly-6454
2726,yuri-federstein-97963
2727,alexander-fedin-414
2728,alexander-fedorov-99190
2729,nikolai-fedorov-80448
2730,vladimir-fedotkin-96177
2731,stefan-fehr-90494
2732,lukas-feigenspan-72062
2733,fritz-feilhaber-5829
2734,erwin-feith-5202
2735,attila-fekete-1819
2736,vladimir-felenchak-96178
2737,manuel-fernando-felgueiras-114657
2738,carlos-feliciano-24460
2739,ubaldo-feliciano-hernandez-94341
2740,dominick-felix-50279
2741,juan-felix-65750
2742,loic-felix-10576
2743,antonio-feltracco-1632
2744,rainhard-fendrich-84671
2745,zhao-deng-feng-98284
2746,eric-fennell-5095
2747,jerrad-fenske-63590
2748,erik-fenton-5143
2749,raffaele-feo-30435
2750,stjepan-feranetovic-91215
2751,cseterki-ferenc-2118233
2752,aaron-ferguson-23753
2753,kevin-ferguson-68200
2754,will-ferguson-96758
2755,william-ferguson-17872
2756,andrei-fermesanu-33774
2757,andrei-fermesanu-33912
2758,christopher-fernandez-46545
2759,danilo-milton-fernandez-48566
2760,fernando-fernandez-54178
2761,rainer-fernandez-84645
2762,fernando-fernandez-rueda-54179
2763,francisco-fernandez-rueda-19896
2764,sebastian-ferrada-15589
2765,leonardo-ferrando-10255
2766,jason-ferrante-7929
2767,andrea-ferranti-38550
2768,angelo-ferrari-1179
2769,marco-ferrari-103084
2770,stefano-ferrari-16137
2771,gianluca-ferrarini-56787
2772,marco-ferrato-11076
2773,franco-ferrazzi-5689
2774,charles-ferre-45412
2775,neil-ferreira-79820
2776,paulo-ferreira-13802
2777,sergio-ferreira-88341
2778,amleto-ferrelli-37999
2779,enrique-ferrer-5062
2780,jose-ferrero-8782
2781,david-ferri-48884
2782,david-ferri-dura-24204
2783,davide-ferrigno-49210
2784,eric-ferring-32073
2785,paul-ferris-13724
2786,tania-ferris-16645
2787,liza-ferschtman-71137
2788,vincent-festa-99942
2789,luca-festner-71586
2790,gustavo-feulein-100780
2791,michael-feyfar-12244
2792,michele-fiammardente-12445
2793,bartlomiej-fic-2121085
2794,olivier-fichet-81424
2795,steffen-fichtner-16166
2796,carlos-fidalgo-2597
2797,david-fiedler-48885
2798,jens-peter-fiedler-63505
2799,stefan-fiehn-90495
2800,peter-field-83117
2801,maximilian-fieth-103373
2802,pedro-figueira-82868
2803,antonio-figueroa-1633
2804,christian-figueroa-45927
2805,antonio-figuerora-40820
2806,giuseppe-filianoti-6351
2807,yannis-filias-97438
2808,sergey-filimonov-2120426
2809,ion-sandu-filip-7373
2810,vojtech-filip-96310
2811,ilian-filipov-103191
2812,filip-filipovic-2119822
2813,mario-filipovic-74696
2814,nicola-di-filippo-80092
2815,pina-castiglioni-filippo-84091
2816,jan-erik-fillan-20784
2817,eugen-fillo-5240
2818,premysl-filous-110452
2819,gregory-finch-57627
2820,stefano-fini-90721
2821,yannis-finias-97439
2822,manfred-fink-10905
2823,martin-finke-75462
2824,zach-finkelstein-23758
2825,casey-finnegan-44930
2826,casey-finnigan-25017
2827,massimiliano-di-fino-75894
2828,moreno-finotelli-78987
2829,alessandro-fiocchetti-36749
2830,angelo-fiore-21286
2831,saverio-fiore-15521
2832,reinhart-firchow-85279
2833,oliver-firit-101108
2834,ionut-firulescu-60490
2835,brian-michael-fischer-43879
2836,christopher-fischer-108117
2837,christopher-bala-fischer-106184
2838,david-fischer-33330
2839,lars-fischer-69558
2840,samuel-fischer-87625
2841,ruud-fiselier-15243
2842,adam-fisher-23759
2843,alessandro-fisher-32913
2844,gitai-fisher-57153
2845,salvatore-fisichella-15350
2846,bernard-fitch-2090
2847,colm-fitzmaurice-3395
2848,xavier-flabat-25329
2849,jamin-flabiano-7782
2850,darron-flagg-18688
2851,andrew-flanagin-106918
2852,anthony-flaum-18657
2853,guy-flechter-6589
2854,martin-fleitmann-23323
2855,demos-flemotomos-2117712
2856,dimitrios-flemotomos-4242
2857,gonzalo-fletcher-57399
2858,sven-fliege-91684
2859,obed-floan-80993
2860,peter-floch-23205
2861,james-flora-21206
2862,tudor-florenta-33932
2863,doron-florentin-2121026
2864,david-flores-48890
2865,juan-diego-florez-8935
2866,jose-angel-florido-65245
2867,borghese-gianluca-floris-43550
2868,gianluca-floris-6193
2869,adam-flowers-39
2870,anthony-flynn-40539
2871,oliver-fobe-dorr-81316
2872,michel-fockenoy-12421
2873,fabrice-foison-104029
2874,andrea-folea-38553
2875,enrique-folger-5063
2876,joan-folque-110243
2877,joan-francesc-folque-64093
2878,peter-nathan-foltz-13999
2879,daniel-foltz-morrison-100871
2880,dymitr-fomenko-50785
2881,sergey-fomenko-88874
2882,vitaliy-fomin-96042
2883,jaume-fonolla-106059
2884,emmanuel-fonoti-fuimaono-2117944
2885,alejandro-fonte-36473
2886,nicolas-fontecilla-80253
2887,andrew-douglas-forbei-2117629
2888,andrew-forbes-lane-1013
2889,clifton-forbis-3370
2890,joshua-la-force-65606
2891,bruce-ford-2401
2892,ryan-ford-99552
2893,michael-foreman-77316
2894,michael-forest-12245
2895,eduard-forgo-51001
2896,alyosa-forlini-37843
2897,danilo-formaggia-3804
2898,giovanni-formisano-57071
2899,robert-forrest-85980
2900,kaden-forsberg-66662
2901,patrik-forsman-21590
2902,joel-forsstrom-2112742
2903,angelo-forte-23765
2904,francesco-fortes-100326
2905,marko-fortunato-21831
2906,martin-fosel-75461
2907,daniel-fosha-48197
2908,dmitro-foshchanka-50174
2909,dmitry-foshchanka-50185
2910,kieran-foss-2117300
2911,jean-paul-fouchecourt-8056
2912,patrick-foucher-82238
2913,martin-founier-75468
2914,antonio-philippe-fourcade-40875
2915,jean-philippe-fourcade-63083
2916,jean-pierre-fourcade-63092
2917,martin-fournier-11726
2918,bruce-fowler-2402
2919,john-fowler-8553
2920,mark-fowler-19521
2921,darren-fox-48719
2922,fred-frabotta-55314
2923,walter-fraccaro-17752
2924,richard-fracker-14658
2925,stefano-di-fraia-90718
2926,malachy-frame-72692
2927,jean-paul-franceschi-63065
2928,eberhard-francesco-50840
2929,nico-franchini-80068
2930,hubert-francis-7125
2931,hugh-francis-59599
2932,jeffery-francis-63204
2933,jeffrey-francis-8116
2934,markus-francke-11638
2935,jorge-franco-8759
2936,manuel-franco-72877
2937,guillaume-francois-23766
2938,adam-frandsen-40
2939,stjepan-franetovic-16319
2940,mario-frangoulis-11462
2941,alex-frank-36841
2942,daniel-frank-3667
2943,joe-frank-64291
2944,joseph-frank-8813
2945,darren-franklin-110840
2946,sergey-frankovsky-88875
2947,christian-franz-2980
2948,manolito-mario-franz-10922
2949,morschi-franz-79026
2950,alberto-fraschina-257
2951,luigi-frattola-71912
2952,don-frazure-4362
2953,simone-frediani-34258
2954,chad-freeburg-2828
2955,george-freeburn-2120249
2956,julian-freibott-30936
2957,justin-freind-66572
2958,kay-frenzel-9593
2959,ricardo-frenzel-baudisch-14596
2960,salvatore-fresta-87503
2961,felix-freund-54074
2962,cornel-frey-3437
2963,marc-wolfgang-frey-73138
2964,mathias-frey-11899
2965,paul-frey-13725
2966,fabian-frias-53773
2967,hans-joachim-frick-58399
2968,piotr-friebe-21189
2969,andrew-friedhoff-1016
2970,blake-friedman-43369
2971,arthur-friesen-1761
2972,wolfgang-frisch-97080
2973,franco-frisenna-105260
2974,isaac-frishman-60754
2975,burkhard-fritz-2454
2976,philippe-froeliger-83774
2977,james-daniel-frost-7709
2978,peter-frost-83125
2979,colin-frotten-47212
2980,andi-fruh-919
2981,marco-frusoni-11079
2982,maurizio-frusoni-12057
2983,brian-frutiger-43812
2984,john-fryatt-8554
2985,petr-frybert-83433
2986,sipho-fubesi-89799
