,0
1749,martin-luther-clark-75538
1750,matthew-clark-76180
1751,rob-clark-85878
1752,robert-clark-85954
1753,william-tyler-clark-31861
1754,philippe-clark-hall-20446
1755,paul-charles-clarke-13711
1756,tyler-clarke-17202
1757,michael-clauder-77257
1758,allan-clayton-673
1759,sean-clayton-15556
1760,marc-clear-10977
1761,joshua-clemenger-108857
1762,florian-cleret-54458
1763,benjamin-cleveland-42701
1764,lars-cleveman-10042
1765,phil-clieve-2118837
1766,andries-cloete-1076
1767,michaelangelo-cloete-77731
1768,darian-clonts-48642
1769,ricardo-clouds-85502
1770,andre-clouthier-833
1771,kenneth-clymer-68061
1772,fernando-cobo-5485
1773,aidan-coburn-33019
1774,thayer-coburn-16763
1775,william-cochran-17865
1776,michael-del-coco-77276
1777,alessandro-codeluppi-347
1778,guilherme-coelho-104803
1779,thorsten-coers-93280
1780,john-cogram-8526
1781,yotam-cohen-18103
1782,heino-cohrs-58845
1783,olivier-coiffe-81408
1784,olivier-coiffet-19916
1785,stephen-colantti-91016
1786,stephen-collardelle-105208
1787,brett-colby-2314
1788,brent-colby-noorigian-43781
1789,joanna-cole-64138
1790,steven-cole-16284
1791,vinson-cole-17608
1792,barry-coleman-1945
1793,roman-colett-86569
1794,gianni-coletta-56812
1795,giovanni-coletta-6303
1796,hugo-colin-7137
1797,laurent-colin-69883
1798,christian-collia-23698
1799,joshua-collier-104858
1800,jason-collins-7926
1801,kenneth-collins-9654
1802,peter-collins-13921
1803,tai-collins-2117819
1804,david-collins-white-3884
1805,alberto-colmenarez-36365
1806,christopher-colmenero-46533
1807,marco-colombo-73281
1808,alfredo-colosimo-608
1809,darieu-coltan-48643
1810,darius-coltan-48683
1811,michael-colvin-12221
1812,antoni-comas-1609
1813,antonio-comas-1628
1814,toni-comas-94010
1815,bastien-combe-42362
1816,maurizio-comencini-12054
1817,xavier-comorera-97245
1818,bruno-comparetti-2419
1819,william-compton-96815
1820,taylor-comstock-99098
1821,michele-concato-114182
1822,john-concepcion-64636
1823,jose-concepcion-65258
1824,fernando-concha-viaux-54172
1825,francesco-congiu-54766
1826,daniel-coninx-48156
1827,ryan-connelly-87196
1828,kevin-conners-9698
1829,alex-connolly-36832
1830,andreas-conrad-911
1831,norbert-w-conrads-80867
1832,stefano-consolieri-114565
1833,stefano-consolini-16135
1834,valerio-contaldo-17390
1835,antonio-conte-40805
1836,giuseppe-conte-57230
1837,luis-conte-71950
1838,claudio-contini-47030
1839,luis-contreras-71951
1840,manuel-contreras-72872
1841,rodrigo-contreras-2121247
1842,eoin-conway-100617
1843,edward-cook-51078
1844,patrick-cook-82228
1845,samuel-cook-87616
1846,jonathan-cooke-64978
1847,thomas-cooley-16816
1848,brad-cooper-2285
1849,bradley-cooper-2114242
1850,neal-cooper-12961
1851,randall-cooper-14402
1852,merel-de-coorde-108169
1853,walter-coppola-96450
1854,alexander-coppolo-36947
1855,nicholas-coppolo-79974
1856,pablo-cora-101676
1857,remy-corazza-15266
1858,dominick-corbacio-31878
1859,michel-corbeil-12418
1860,mario-corberan-30837
1861,lucian-corchis-10636
1862,david-corcoran-3885
1863,matthew-corcoran-111860
1864,fabiano-cordeiro-5375
1865,salvatore-cordella-15349
1866,javier-mayo-cordero-62570
1867,jorge-cordero-65165
1868,ulrich-cordes-17242
1869,joseph-cordova-65484
1870,alejandro-coreno-36469
1871,david-corman-3887
1872,joseph-cornewell-65485
1873,davy-cornillot-49248
1874,joseph-cornwell-8810
1875,andrea-cesare-coronella-853
1876,tony-corradini-94049
1877,efrain-corralejo-110201
1878,evanivaldo-correa-53494
1879,mark-cortale-11549
1880,philippe-cortari-83756
1881,leonardo-cortellazzi-10252
1882,leornardo-cortellazzi-107588
1883,cesar-cortes-45158
1884,gardar-cortes-55931
1885,gardar-thor-cortes-5992
1886,george-cortes-56310
1887,javier-cortes-7954
1888,kirlianit-cortes-23707
1889,xavier-cortes-18004
1890,francesco-cortese-54768
1891,vicenzo-cortese-17495
1892,benjamin-cortez-42703
1893,kirlianit-cortez-68452
1894,fabrizio-corucci-53858
1895,francisco-corujo-5665
1896,alessandro-cosentino-349
1897,carlos-cosias-2590
1898,oreste-cosimo-13464
1899,max-rene-cosotti-12082
1900,carlo-cossutta-2552
1901,enrico-cossutta-5037
1902,tiago-costa-93301
1903,massimiliano-costantino-75893
1904,giuseppe-costanzo-57233
1905,vincenzo-costanzo-17600
1906,danny-costello-3811
1907,stephen-costello-16232
1908,trey-costerisan-94189
1909,roberto-costi-86216
1910,alan-costigan-36267
1911,edwin-cotton-51120
1912,yves-coudray-18163
1913,kevin-courtemanche-68195
1914,michael-cousins-77165
1915,michel-cousins-12420
1916,rene-covarrubias-85377
1917,roberto-covatta-14895
1918,rogers-covey-crump-15007
1919,richard-cox-14643
1920,richard-coxon-14642
1921,chris-coyne-45777
1922,ovidiu-cozma-104033
1923,keith-craig-9615
1924,pat-craig-82113
1925,jerry-jay-cranford-63594
1926,christophe-crapez-3153
1927,christpohe-crapez-46662
1928,james-crawford-61747
1929,richard-crawley-14644
1930,mark-crayton-11550
1931,philip-creech-14092
1932,gavin-creel-2119341
1933,carlos-cremades-2591
1934,paul-cremazi-82436
1935,cristiano-cremonini-3494
1936,roberto-cresca-24350
1937,roberto-de-gennaro-crescenti-86222
1938,salvatore-de-crescenzo-87501
1939,brad-cresswell-2286
1940,lila-lj-crichton-108877
1941,serban-cristache-23713
1942,richard-croft-14645
1943,carlos-croke-44555
1944,ludovic-crombe-71875
1945,adam-cromer-35707
1946,theron-cromer-100815
1947,howard-crook-7113
1948,omar-gutierrez-crook-81471
1949,paul-crook-13713
1950,bruce-cross-2113811
1951,aaron-crouch-99650
1952,roger-crouthamel-14990
1953,koen-crucke-20898
1954,robert-crutchfield-85959
1955,charles-alves-da-cruz-45391
1956,charles-dos-santos-cruz-2877
1957,lemuel-de-la-cruz-70219
1958,lemuel-dela-cruz-70220
1959,ewandro-cruz-stenzowski-53687
1960,szabolcs-csajaghy-91931
1961,jozsef-csapo-62689
1962,tamas-cseloczki-18723
1963,tamas-cseloczky-92192
1964,attila-csengeri-41452
1965,gabor-csiki-20818
1966,andras-csonka-38380
1967,gianmario-cucca-2121138
1968,bernard-cucciarre-42885
1969,lovro-cucko-71504
1970,gjorgji-cuckovski-21737
1971,john-cudia-64640
1972,fernando-cuellar-54175
1973,wilson-cuellar-96928
1974,lemuel-cueno-70218
1975,hugues-cuenod-2119760
1976,lemuel-cuento-10213
1977,jose-gonzales-cuevas-105009
1978,rodolfo-cuevas-86378
1979,julian-culemann-66143
1980,mihails-culpajevs-32521
1981,tim-culver-93402
1982,glen-cunningham-57326
1983,alberto-cupido-254
1984,jose-cura-8871
1985,dario-curic-32928
1986,paul-curievici-13714
1987,craig-curran-47538
1988,daniel-curran-23364
1989,daniel-t-curran-48364
1990,david-curry-3890
1991,fearghal-curtis-53974
1992,mark-curtis-11551
1993,josep-cuso-65447
1994,eric-cutler-5089
1995,guy-cutting-99524
1996,boyko-cvetanov-43658
1997,marko-cvetko-75091
1998,stephen-cviic-106734
1999,konrad-artur-cygal-110135
2000,chad-cygan-45327
2001,johannes-czernin-64505
2002,peter-czernin-83089
2003,alessandro-dacrisa-2121531
2004,alessandro-dacrissa-21545
2005,salvatore-dagata-87499
2006,emanuele-daguanno-4938
2007,pasquale-dalessio-30534
2008,pierluigi-daloia-100348
2009,asia-darcangelo-41357
2010,denis-darcangelo-49487
2011,davide-delia-49205
2012,marcel-dentrement-73141
2013,raoul-deramo-14415
2014,carlos-donofrio-44559
2015,dionigi-dostuni-4263
2016,alessandro-d%60acrissa-2121666
2017,burak-dabakoglu-111022
2018,martin-dablander-75442
2019,edward-dacus-51079
2020,philip-daggett-83621
2021,joseph-dahdah-2119463
2022,stefan-dahlberg-16070
2023,anders-j-dahlin-822
2024,yu-quang-dai-97830
2025,yuqiang-dai-20877
2026,michael-dailey-12224
2027,patrick-dailey-82230
2028,laurent-dailleau-69886
2029,w-lee-daily-96406
2030,jorgen-dal-62767
2031,giorgos-dalaras-57029
2032,laurence-dale-10130
2033,lawrence-dale-69955
2034,matthew-dalen-76182
2035,brad-daley-43672
2036,bradley-daley-2289
2037,fabrice-dalis-5401
2038,berk-dalkilic-109016
2039,adolf-dallapozza-20872
2040,markus-dallberger-75124
2041,ernst-dalsgar-52967
2042,tomas-dalton-93845
2043,ryan-daly-107068
2044,alain-damas-202
2045,luis-damaso-10709
2046,saverio-dambi-88268
2047,koray-damcioglu-68795
2048,hrisimir-damianov-59544
2049,radoslav-damianov-84490
2050,brent-l-damkier-32854
2051,dustin-damonte-50762
2052,christian-damsgaard-23720
2053,kasparas-damulis-67171
2054,daniel-damyanov-3657
2055,hrisimir-damyanov-31322
2056,ivan-danchev-61028
2057,jan-frank-danckaert-61940
2058,claudiu-dane-47077
2059,david-danholt-3893
2060,john-daniecki-8534
2061,gabor-daniel-56024
2062,charles-daniels-2852
2063,andrei-danilov-98579
2064,zoran-danilov-98439
2065,zoran-danilovski-98440
2066,daniel-danionov-48164
2067,james-danner-7710
2068,iva-danova-7524
2069,julian-danshin-2120246
2070,oleksiy-danylchuk-81170
2071,armaz-darashvili-23721
2072,neil-darling-79812
2073,nico-darmanin-13054
2074,jason-darnell-7927
2075,paul-darnell-2113515
2076,tamas-daroczi-20285
2077,stoyan-daskalov-24545
2078,john-dasza-64645
2079,john-daszak-8535
2080,eiji-date-4599
2081,azamat-dautov-2116599
2082,william-davenport-17868
2083,iain-davey-2113537
2084,ionut-david-60488
2085,jiri-david-63838
2086,julian-david-66144
2087,martin-davidek-75444
2088,mikhail-davidoff-12537
2089,stas-davidoff-2121025
2090,stas-davidov-110380
2091,edgaras-davidovicius-50923
2092,charles-davidson-2853
2093,tad-davidson-104526
2094,arthur-davies-1758
2095,ben-davies-2000
2096,gwion-davies-6610
2097,ieuan-davies-59895
2098,ryland-davies-15257
2099,william-johnston-davies-96852
2100,rafael-davila-14321
2101,derrick-davis-108136
2102,dylan-davis-2121173
2103,jason-davis-62497
2104,michael-philip-davis-12319
2105,michael-rees-davis-12328
2106,wayne-davis-96558
2107,william-davis-lind-31688
2108,garrie-davislim-5969
2109,steve-davislim-16279
2110,giorgi-davitadze-56979
2111,paolo-davolio-2121684
2112,peter-davoren-83096
2113,behzod-davronov-42542
2114,bekhzod-davronov-2118199
2115,christopher-dawes-3180
2116,lorna-dawson-71365
2117,ashley-day-41327
2118,leo-day-70297
2119,michael-day-77270
2120,stanislas-de-barbeyrac-16046
2121,davide-de-biasi-2113114
2122,roberto-de-biasio-14896
2123,marco-de-carolis-11075
2124,manuel-de-diego-10943
2125,juan-antonio-de-dompablo-22035
2126,jose-de-eca-65261
2127,jacques-de-faber-19113
2128,cesar-de-frutos-45159
2129,gustavo-de-gennaro-18645
2130,fabio-de-giacomi-53801
2131,john-david-de-haan-8536
2132,enguerrand-de-hys-20554
2133,sander-de-jong-34445
2134,fredrik-de-jounge-5807
2135,leon-de-la-guardia-24429
2136,fernando-de-la-mora-5490
2137,oscar-de-la-torre-13481
2138,jorge-de-leon-8774
2139,juan-jose-de-leon-8944
2140,xavier-de-lignerolles-18013
2141,jose-de-lima-65262
2142,leonardo-de-lisi-10253
2143,leander-de-marel-70099
2144,guy-de-mey-6588
2145,francesco-de-muru-54773
2146,antonio-de-palma-1654
2147,nathan-de-paz-79709
2148,vincent-de-rooster-17597
2149,stefano-de-rosa-90715
2150,renaud-de-rugy-85361
2151,glen-de-smedt-109520
2152,jose-de-sousa-65263
2153,geilson-de-souza-56172
2154,tue-de-stordeur-94269
2155,gonzalo-fernandez-de-teran-57398
2156,freddie-de-tommaso-33442
2157,jeroen-de-vaal-8254
2158,rudi-de-vries-15189
2159,cor-de-wit-47334
2160,elliott-deasy-52064
2161,etienne-debaisieux-53156
2162,ivan-debeljak-61031
2163,andrej-debevec-38929
2164,krzysztof-debicki-69124
2165,clement-debieuvre-31787
2166,janusz-debowski-21140
2167,oleg-debte-103164
2168,vincent-debus-95865
2169,lorenzo-decaro-10507
2170,richard-decker-14648
2171,andras-decsi-38382
2172,tomas-dedic-101074
2173,ivan-defabiani-23723
2174,luc-default-71544
2175,martial-defontaine-11701
2176,eric-deforest-52668
2177,alexis-defranchi-37428
2178,philip-defrancq-83622
2179,jonas-degerfeldt-8682
2180,geoffrey-degives-56234
2181,ferdinand-dehner-106494
2182,tommy-dehorney-93970
2183,aleksandre-dekanoidze-36608
2184,andres-del-castillo-30679
2185,alejandro-del-cerro-31673
2186,achille-del-giudice-106777
2187,riccardo-del-picchia-85540
2188,enrique-ruiz-del-portal-52592
2189,cesar-del-rio-20622
2190,osvaldo-del-rio-81666
2191,leodigario-del-rosario-10236
2192,francisco-del-solar-54882
2193,fernando-del-valle-5491
2194,denzil-delaere-23725
2195,gregoire-delamare-107225
2196,hubert-delamboye-7124
2197,jean-delecluse-62869
2198,claudio-deledda-104318
2199,michael-deleget-77277
2200,jean-delescluse-7973
2201,atonaltzin-delgado-2120043
2202,camilo-delgado-44323
2203,cesar-delgado-45160
2204,dennis-delgado-49561
2205,camilo-delgado-diaz-110189
2206,vincent-delhoume-17581
2207,christos-delizonas-33261
2208,camillo-dellantonio-2500
2209,filippos-dellatolas-5514
2210,erik-dello-52797
2211,agata-dembska-kornaga-35971
2212,mikhail-demin-78165
2213,devrim-demirel-21579
2214,george-demott-56315
2215,francesco-demuro-5618
2216,viktor-denes-95768
2217,deng-49470
2218,tim-deng-93403
2219,joseph-dennis-24587
2220,joshua-dennis-23727
2221,patrick-dennison-82231
2222,patrick-denniston-13660
2223,ian-denolfo-59812
2224,tore-tom-denys-94090
2225,choi-deoksul-45737
2226,albert-deprius-242
2227,ethan-depuy-53145
2228,zsolt-derecskei-20291
2229,pierre-derhet-30446
2230,wolfram-derntl-97165
2231,wolfram-igor-derntl-17980
2232,andrew-dernyk-39009
2233,meredith-derr-12166
2234,claude-deschamps-3297
2235,sebastien-descloux-88323
2236,martial-desfontaine-75396
2237,martial-desfontaines-75397
2238,quentin-desgeorges-34013
2239,geoffrey-desgives-56235
2240,glenn-desmedt-57336
2241,dominique-desmons-50327
2242,matteo-desole-22256
2243,julien-desplantes-66305
2244,martin-dessureault-75445
2245,gilles-detroit-56908
2246,simon-deuring-101002
2247,willem-jan-van-deuveren-96780
2248,georgi-devedjiev-56399
2249,zachary-devin-98106
2250,james-devita-61753
2251,daniel-dewald-48171
2252,gabriel-deyarmond-99891
2253,oslavio-di-credico-13487
2254,giuliano-di-fillipo-6337
2255,amedeo-di-furia-37949
2256,giuseppe-di-giacinto-103470
2257,luca-di-gioia-71580
2258,simone-di-giulio-30782
2259,dino-di-iorio-50037
2260,jorge-di-leon-65168
2261,tonio-di-paolo-17122
2262,luciano-di-pascuale-71742
2263,davide-di-ragusa-49207
2264,gianni-di-salvo-56813
2265,veronica-di-salvo-95434
2266,claudio-di-segni-23459
2267,aldo-di-toro-284
2268,dario-di-vietri-3828
2269,emmanuel-di-villarosa-5011
2270,florin-diaconescu-5571
2271,brad-diamond-2287
2272,ernane-dias-52936
2273,dangelo-fernando-diaz-48079
2274,herman-diaz-59230
2275,jairo-nunez-diaz-61639
2276,mario-diaz-11461
2277,matthew-dibattista-19539
2278,harry-dichmont-2119531
2279,john-dickie-8543
2280,andrew-dickinson-1008
2281,jean-francois-dickstein-62976
2282,jean-francois-dicksten-62977
2283,misha-didyk-12671
2284,peter-diebschlag-13928
2285,adam-diegel-37
2286,silva-diego-107375
2287,joseph-diehl-65491
2288,jorg-diener-62709
2289,cary-dietert-44919
2290,magnus-dietrich-2117672
2291,christian-dietz-2975
2292,christopher-diffey-18562
2293,christopher-diffey-wilson-107628
2294,ramone-diggs-84793
2295,stephane-van-dijck-90924
2296,martin-dillon-11721
2297,alessandro-dimasi-36746
2298,michalis-dimitrakakos-77786
2299,dimitar-dimitrov-49948
2300,dimiter-dimitrov-33107
2301,micho-dimitrov-2117645
2302,georgi-dinev-56400
2303,krasimir-dinev-68859
2304,chun-ding-104646
2305,milen-dinolov-78290
2306,frederic-diquero-5841
2307,murat-direk-79081
2308,richard-direnzi-14649
2309,michal-dirga-77749
2310,fabio-diso-108792
2311,giuseppe-distefano-6349
2312,victor-ditenbir-99534
2313,jurgen-dittebrandt-62800
2314,valentin-dityuk-2119300
2315,georgi-divtschew-56402
2316,rodrick-dixon-14981
2317,shaun-dixon-15715
2318,aleksandr-diyanov-36546
2319,cino-djavid-46723
2320,darko-djordjevic-48707
2321,hallvar-djupvik-21214
2322,sunnyboy-dladla-21827
2323,vadim-dmitrov-2113290
2324,vladimir-dmitruk-17675
2325,wojciech-dngosz-97000
2326,philippe-do-14137
2327,yoonjong-do-97734
2328,younggi-do-97814
2329,younggi-moses-do-32989
2330,mark-dobell-74946
2331,steffen-doberauer-16165
2332,tyler-dobies-112527
2333,john-dobson-8544
2334,rodney-dobson-14972
2335,geraint-dodd-6089
2336,arda-dogan-40987
2337,bilal-dogan-43205
2338,timur-doganay-93540
2339,philip-doghan-14094
2340,christopher-doig-3184
2341,rumen-doikov-87074
2342,james-doing-7712
2343,aleksandar-dojkovic-19127
2344,plamen-dolapchiev-84175
2345,ondrej-dolezal-20183
2346,vladimir-dolezal-24612
2347,vladim-dolezal-96130
2348,alexey-dolgov-20062
2349,oleg-dolgov-20142
2350,attila-dolhai-41454
2351,uros-dolsek-101543
2352,camille-dombrowsky-109875
2353,placido-domingo-14248
2354,aurelio-dominguez-41574
2355,guillermo-dominguez-6548
2356,napoleon-dominguez-2117018
2357,ruben-dominguez-86977
2358,oliver-donaldson-81313
2359,havar-donat-58582
2360,vincenzo-de-donato-95910
2361,vincenzo-di-donato-95913
2362,simon-dongiovanni-89596
2363,kim-dongnyeok-68316
2364,kim-dongnyuk-68317
2365,eva-sophie-donner-106491
2366,adrian-li-donni-35856
2367,joseph-doody-31868
2368,darko-djordjevic-21355
2369,luca-dordolo-10595
2370,burak-dorduncu-44142
2371,domagoj-doretic-50243
2372,joachim-doring-64045
2373,karsten-doring-67145
2374,eva-dorlass-108090
2375,james-dornier-61755
2376,nikolai-dorojkine-80439
2377,jan-doroszko-61929
2378,domagaoj-dorotic-50242
2379,domagoj-dorotic-4320
2380,nikolai-dorozhkin-80446
2381,nikolay-dorozhkin-21272
2382,charles-dos-santos-45404
2383,carlo-dosil-44500
2384,marc-dostert-73078
2385,kristof-doszpod-68902
2386,hans-gunther-dotzauer-6772
2387,brent-doucette-106259
2388,kirk-dougherty-9770
2389,andrew-douglas-forbes-39013
2390,michalis-doukakis-77787
2391,jeffrey-dowd-8115
2392,richard-dowling-85609
2393,brian-downen-2331
2394,craig-downes-3471
2395,ryan-downey-25406
2396,r-doykov-84340
2397,roumen-doykov-15164
2398,rumen-doykov-87075
2399,colin-doyle-103048
2400,patrice-dozier-82131
2401,anatoly-drachev-38284
2402,peter-drackley-83103
2403,peter-scott-drackley-83331
2404,stephan-drakulich-16184
2405,julien-dran-9110
2406,thierry-dran-19735
2407,massimiliano-drapello-75895
2408,christian-drescher-2976
2409,manfred-drescher-22107
2410,dan-dressen-48004
2411,julien-drevet-66307
2412,algirdas-drevinskas-616
2413,thomas-drew-92989
2414,algirdas-drewinskas-37522
2415,richard-drews-14651
2416,sergejs-drobisevskis-88865
2417,sergei-drobishevsky-88809
2418,sergey-drobishevsky-88872
2419,s-drobyshevskiy-87253
2420,sergey-drobyshevskiy-23737
2421,sergei-drobyshevsky-88810
2422,eitan-drori-34279
2423,dustin-drosdziok-2114306
2424,andrew-drost-1009
2425,dexter-drown-2119534
2426,sebastien-droy-16573
2427,reinaldo-droz-2112365
2428,rudolf-drozd-87024
2429,boris-van-druff-43611
2430,samuel-druhora-87622
2431,boris-druzinin-43571
2432,carlos-duarte-2593
2433,cecilia-duarte-45205
2434,natalia-duarte-79497
2435,weber-duarte-96580
2436,brian-dubois-43809
2437,cyrille-dubois-3558
2438,mark-dubois-11556
2439,sergej-dubrovin-2111510
2440,lusindiso-dubula-72148
2441,maxime-duche-76607
2442,pierre-yves-duchesne-84042
2443,philippe-ducloux-83763
2444,stanislaw-duda-90336
2445,vitaly-dudkin-96048
2446,mark-duff-74951
2447,jeremy-duffau-9191
2448,jeremy-duffaut-63557
2449,mark-duffin-11557
2450,alban-dufourt-36318
2451,steve-dugardin-16280
2452,alfredo-dugarte-37500
2453,didier-dugast-49819
2454,mark-dugdale-74952
2455,mikael-duglue-78119
2456,marc-duguay-73079
2457,etienne-duhil-de-benaze-53158
2458,vincent-dujardin-95867
2459,lailah-duke-110259
2460,franciska-dukel-54930
2461,olivier-dumait-13428
2462,adrian-dumitru-33187
2463,ionut-dumitru-60489
2464,jorn-dummann-62760
2465,andrej-dunaev-986
2466,adam-wade-duncan-35763
2467,drew-duncan-50704
2468,jane-dunimagloski-62183
2469,jane-dunimaglovski-62184
2470,patrick-dunn-105115
2471,johannes-dunz-8468
2472,pablo-duplech-107841
2473,juan-pablo-dupre-22033
2474,caio-duran-44235
2475,jonas-duran-8683
2476,miljenko-djuran-30468
2477,manuel-durand-72874
2478,pavel-duricek-82665
2479,jorg-durmuller-9202
2480,benjamin-durrant-42707
2481,markus-durst-11636
2482,ladislav-dusek-69377
2483,kirill-dushechkin-68432
2484,kalin-dushkov-66719
2485,kor-jan-dusseljee-9856
2486,jacek-dutka-61362
2487,thierry-duty-92879
2488,jose-luis-duval-8880
2489,john-duykers-8545
2490,jaroslav-dvorsky-7915
2491,miro-dvorsky-78624
2492,miroslav-dvorsky-12659
2493,peter-dvorsky-13931
2494,adrian-dwyer-82
2495,william-dwyer-96818
2496,nikolay-dyachok-2112385
2497,thobile-dyasi-92910
2498,christoph-dyck-3114
2499,lchristoph-dyck-70040
2500,emily-dyer-52337
2501,george-dyer-6054
2502,annika-van-dyk-40471
2503,kamila-dykta-66768
2504,valentyn-dytiuk-32496
2505,krzysztof-dyttus-31098
2506,khodzhinazar-dzhumaev-2121604
2507,tomasz-dziecielski-93869
2508,krzysztof-dziedzic-69126
2509,tomasz-dziwisz-93870
2510,emerson-eads-52220
2511,john-easterlin-8546
2512,daniel-ebbers-48181
2513,steven-ebel-16286
2514,thomas-ebenstein-16824
2515,christian-ebersberger-19228
2516,alfons-eberz-586
2517,karl-michael-ebner-9383
2518,nelson-ebo-31093
2519,alberto-echevarria-36368
2520,juan-echeverry-65745
2521,juan-carlos-echeverry-65804
2522,gustavo-eda-108698
2523,kazuya-edagawa-18275
2524,denis-edelmann-49489
2525,lukas-eder-72061
2526,stephan-eder-90871
2527,richard-edgar-wilson-14652
2528,ari-edirne-32500
2529,gareth-edmunds-55934
2530,alexander-james-edwards-7713
2531,breanna-edwards-43752
2532,joel-edwards-64322
2533,lyden-edwards-2113513
2534,simon-edwards-15854
2535,mat-edwardsen-75967
2536,mathew-edwardsen-21911
2537,alexander-efanov-36964
2538,alexander-effanov-36965
2539,vasily-efimov-17430
2540,petrisor-efrem-100377
2541,francis-egerton-5655
2542,siddique-eggenberger-89319
2543,james-eggleston-61764
2544,james-egglestone-7714
2545,benat-egiarte-23744
2546,veniamin-egorov-31532
2547,krisztian-egyed-69070
2548,hans-hermann-ehrich-58384
2549,sven-ehrke-16507
2550,dirk-eicher-50084
2551,jorn-eichler-9215
2552,wito-eickhof-96967
2553,johannes-eidloth-8469
2554,uwe-eikotter-17324
2555,elias-eilinghoff-51628
2556,cristophe-einhorne-47678
2557,ihsan-ekber-33066
2558,conrad-ekkens-47275
2559,juha-ekola-113428
2560,david-ekstrom-48874
2561,ghassane-el-hakim-56690
2562,hanny-el-shafie-58305
2563,mehmet-deren-eladag-111025
2564,ragaa-eldin-24584
2565,milko-elek-113326
2566,ladislav-elgr-10006
2567,jorge-elias-8758
2568,jorje-elias-65214
2569,stepan-elias-41853
2570,goran-eliasson-6638
2571,robert-elibay-hartog-85971
2572,lucas-ellera-71640
2573,josef-ellers-65391
2574,joshua-ellicott-8841
2575,alasdair-elliott-235
2576,guy-elliott-106026
2577,james-elliott-7715
2578,andrew-ellis-39014
2579,derick-ellis-49608
2580,michael-elliscasis-12239
2581,ziya-elmacy-98354
2582,sam-elmi-2117263
2583,poul-elming-14254
2584,jan-van-elsacker-62063
2585,marcus-elsasser-73413
2586,marc-elsner-73080
2587,peter-elter-83109
2588,thomas-elwin-19737
2589,scott-emerson-15534
2590,saro-emirze-88183
2591,ulrich-enbergs-94422
2592,ignacio-encinas-7215
2593,ion-enciu-109559
2594,werner-enders-18640
2595,sipos-endre-2111465
2596,joshua-endress-31660
2597,martin-endros-75457
2598,albertus-engelbrecht-275
2599,christian-andreas-engelhardt-3028
2600,henrik-engelsviken-7010
2601,maarten-engelties-72328
2602,tim-english-2113490
2603,mikael-englund-78122
2604,niklas-engquist-13159
2605,lara-enke-69470
2606,enkebatu-110026
2607,sebastian-ennen-88554
2608,christopher-enns-23748
2609,norma-enns-80884
2610,erik-enqvist-21908
2611,gabriella-enriquez-108183
2612,madis-enson-72430
2613,daniela-entcheva-48418
2614,manfred-equiluz-72801
2615,ruben-erazo-86993
2616,daniel-erbe-48189
2617,jonas-erbes-64917
2618,erdem-erdogan-52643
2619,irfan-erdogan-41866
2620,robert-erdos-85005
2621,kyle-erdos-knapp-24588
2622,yusuf-erdugan-98021
2623,murat-erengul-32681
2624,atay-ergezen-41420
2625,arild-eriksen-41065
2626,thomas-erlank-92998
2627,mattias-ermedahl-22180
2628,frank-ernst-5708
2629,michael-ernst-77299
2630,norbert-ernst-13259
2631,brian-ernstes-43810
2632,nikolay-erokhin-13184
2633,ralf-ertel-84688
2634,ralph-ertel-14387
2635,tankut-esber-92292
2636,alejandro-escobar-295
2637,sergio-escobar-15660
2638,victor-escudero-95270
2639,oscar-esmerode-2112979
2640,adrian-espada-35930
2641,simeon-esper-15842
2642,pierre-espiaut-14195
2643,albert-espinosa-36334
2644,pedro-espinoza-19624
2645,arthur-espiritu-1759
2646,david-esteban-32605
2647,craig-estep-3472
2648,aaron-estes-35590
2649,vicenc-esteve-17498
2650,yusniel-estrada-98020
2651,franck-estrade-30847
2652,miguel-etxebarria-78026
2653,michel-eumont-12241
2654,petros-evangelides-83558
2655,thanassis-evangelou-92765
2656,alex-evans-36838
2657,damon-evans-24193
2658,gavin-evans-2118838
2659,jason-evans-62500
2660,peter-evans-13933
2661,robyn-lyn-evans-14951
2662,wynne-evans-18003
2663,axel-everaert-1865
2664,martin-everett-2119991
2665,pierre-evreux-83986
2666,daniel-ewald-48192
2667,geoffrey-ewen-2113348
2668,graeme-ewer-6424
2669,eyjolfur-eyjolfsson-5362
2670,sebastien-eyssette-88325
2671,yusif-eyvazov-18156
2672,melvin-ezzell-114102
2673,ashley-faatoalia-41329
2674,jean-francois-fabe-62979
2675,ivan-defabiani-61030
2676,michael-fabiano-12242
2677,michel-fabiano-77828
2678,piero-facci-2112040
2679,enrico-facini-5041
2680,anton-fadeev-40634
2681,josep-fado-8799
2682,mikael-fagerholm-31686
2683,emanuele-fagotti-52193
2684,gian-paolo-fagotto-56741
2685,sonke-fahl-88360
2686,pasquale-faillaci-82105
2687,thor-inge-falch-16918
2688,matteo-falcier-19015
2689,joan-carles-falco-64089
2690,juan-carlos-falcon-8932
2691,daniele-falcone-106780
2692,william-falk-96822
2693,willy-falk-17912
2694,timothy-fallon-16983
2695,jingma-fan-8341
2696,paolo-fanale-13564
2697,paolo-fanciullacci-100371
2698,david-erich-fankhauser-49196
2699,robert-fann-14792
2700,elvis-fanton-52149
2701,alessandro-fantoni-21282
2702,du-fanyong-104338
2703,georgy-faradzhev-56462
2704,emmanuel-faraldo-31070
2705,aljaz-farasin-32346
2706,fabrice-farina-5402
2707,franco-farina-5687
2708,ruben-farina-86978
2709,andras-farkas-38383
2710,jon-farmer-64876
2711,borhan-eldin-farouk-43552
